,,Is responsible for the project SOW?,,Recource,,PM,Management,Procurement office,Sponsor,,,,UtilMentors
,,The project is failing and every day looking more and more bleak. It appears certain there will be no way to save it. Who is responsible for deciding to end the project?,,Recource,,PM,Sponsor,Team,Stakeholders,,,,UtilMentors
,,Who is responsible for enforcing ground rules at meetings?,,Recource,,PM,Sponsor,Team,HR,,,,UtilMentors
,,Your team is experiencing much conflict. It has gotten to the point that meetings have experienced shouting matches when designing the work approach. Who is responsible for solving the issue?,,Recource,,PM,HR,Team,Sponsor,,,,UtilMentors
,,Who is responsible for setting priorities between projects?,,Recource,,PMO,PM,Management,Sponsor,,,,UtilMentors
,,Which management theory believes people can manage themselves?,,Recource,,Theory Y,Maslow's Hierarchy of Needs,Theory X,Herzberg's Theory,,,,UtilMentors
,,Which theory assumes team members will work at a high level of efficiency because they will be rewarded at some point for their efforts?,,Recource,,Expectancy,Maslow's Hierarchy of Needs,Theory Y,Herzberg,,,,UtilMentors
,,"You are managing a project when you find a subcontractor for your project is delivering their work late on a consistent basis. You wish to improve their performance, so you confront them. The subcontractor asks you to accept work late for a reduction of cost. This is an example of?",,Recource,,Compromise,Smoothing,Contract breach,Confronting,,,,UtilMentors
,,What is a difference of a resource histogram over a responsibility assignment matrix?,,Recource,,It shows time,Activities,Managers assigned to sections,Interrelationships,,,,UtilMentors
,,Which of the following solution approaches result in the best results?,,Recource,,Problem solving,Compromise,Smoothing,Forcing,,,,UtilMentors
,,A team member is floundering because of insufficient experience. There is nobody available better able to perform the work. What is your best solution as PM?,,Recource,,Arrange for training,Improve your project management methods,Allocate schedule reserve,Obtain a more skilled resource,,,,UtilMentors
,,"Your project has a CPI of 1.08 and an SPI of 1.05. There are 30 team members and each have been involved in the WBS. The customer has accepted four deliverables. The responsibility assignment matrix is unchanged from project start. You are in a matrix organization with no contracts. The sponsor is happy with the status, yet a team member is always whining about how much time her work assignments are taking. The best solution would be?",,Recource,,Review the reward system,Meet with the customer to explore extension of the schedule,Attempt to improve schedule performance,Refer the issue to the HR department,,,,UtilMentors
,,"The project manager must publish a project schedule. She has utilized a WBS, estimated activity durations and have selected her team. What should she do next?",,Recource,,Confirm resource availability,Publish the schedule,Refine the schedule,Compress the schedule,,,,UtilMentors
,,"You are managing a very large project. You have moved your team into a new office area and have spent considerable amount on great lighting and new desks. The team is very productive. You have elevated everyone's title by putting the word ""senior"" in front. The team is very happy with their situation. Now you plan to spend project money on new chairs. What result can you expect?",,Recource,,Nothing because of Herzberg's Theory,More productivity because of Maslow's Theory,Further increases because of the Expectancy Theory,Further increases in productivity because of Herzberg's Theory,,,,UtilMentors
,,"You are managing a project and have taken action to solve a major problem. A few months later, the problem resurfaces. What might have avoided this?",,Recource,,Confirmation that your actions solved the problem,Risk mitigation,Use of a Ishikawa Diagram,Use of a Decision Tree,,,,UtilMentors
,,What does a resource histogram show that a responsibility assignment matrix does not?,,Resource,,Time,Activities,Interrelationships,The person in charge of each activity,,,"The responsibility assignment matrix maps specific resources to the work packages from the WBS. On a resource histogram, the use of resources is shown individually or by groups over time.",projectmanagementquestion.wordpress.com
,,"The project is just starting out and consists of people from 14 different departments. The project charter was signed by one person and contains over 30 major requirements that must be met on the project. The sponsor has informed the project manager that the SPI must be kept between 0.95 and 1.1. A few minutes of investigation resulted in the identification of 34 stakeholders, and the schedule objectives on the project are constrained. The project manager has just been hired. Which of the following types of project management power will BEST help the project manager gain the cooperation of others?",,Resource,,Formal,Referent,Penalty,Expert,,,"Generally, the best forms of power are reward or expert. The project manager has not had time to become a recognized expert in the company and reward power is not included as a choice here. This leaves formal power as the only logical answer.",projectmanagementquestion.wordpress.com
,,"You are a project manager leading a cross-functional project team in a weak matrix environment. None of your project team members report to you functionally and you do not have the ability to directly reward their performance. The project is difficult, involving tight date constraints and challenging quality standards. Which of the following types of project management power will likely be the MOST effective in this circumstance?",,Resource,,Expert,Referent,Penalty,Formal,,,"Reward and expert are the best types of power to use in such a circumstance. Reward is not listed as a choice, and the question says the project manager has limited ability to reward the team members.",projectmanagementquestion.wordpress.com
,,All of the following are forms of power derived from the project managers position EXCEPT:,,Resource,,Expert.,Formal.,Reward.,Penalty.,,,"When someone is given the job of project manager, they will have formal, reward, and penalty power. But just having the position does not make the project manager either a technical or project management expert. Expert power has to be earned.",projectmanagementquestion.wordpress.com
,,The highest point of Maslow’s hierarchy of needs is called:,,Resource,,Esteem.,Physiological satisfaction.,Attainment of survival.,Need for association.,,,"This question is asking which of the FOLLOWING is the highest. Self-actualization is not listed, so the next best choice is esteem.",projectmanagementquestion.wordpress.com
,,The management theory which states that people can direct their own efforts is:,,Resource,,Theory Y.,Herzberg’s theory.,Maslow’s hierarchy.,Theory X.,,,Theory Y is the belief that people can direct their own efforts. Know the difference between Theory X and Theory Y for the exam.,projectmanagementquestion.wordpress.com
,,"What conflict resolution technique is a project manager using when he says, “I cannot deal with this issue now!”",,Resource,,Withdrawal,Problem solving,Forcing,Compromising,,,Delaying the issue is called withdrawal.,projectmanagementquestion.wordpress.com
,,"A project manager has just found out that a major subcontractor for her project is consistently late delivering work. The project team member responsible for this part of the project does not get along with the subcontractor. To resolve the problem, the project manager says, “You both will have to give up something to solve this problem.” What conflict resolution method is she using?",,Resource,,Compromise,Confrontation,Smoothing,Communicating,,,"Confrontation leads to a win-win situation. Smoothing emphasizes agreement, rather than differences. The act of both parties giving up something defines compromise.",projectmanagementquestion.wordpress.com
,,"The MOST common causes of conflict on a project are schedules, project priorities, and:",,Resource,,Resources.,Personality.,Cost.,Management.,,,"Know the top four sources of conflict on projects (schedules, project priorities, resources, and technical opinions) so you can answer questions such as this one. Don’t be fooled because “personality” is on the list. It is not a major cause of conflict.",projectmanagementquestion.wordpress.com
,,What theory proposes that employees’ efforts will lead to effective performance and the employees will be rewarded for accomplishments?,,Resource,,Expectancy,Conditional reinforcement,Maslow’s hierarchy,McGregor’s,,,Expectancy theory states that employees who believe their efforts will lead to effective performance and who expect to be rewarded for their accomplishments will stay productive as rewards meet their expectations.,projectmanagementquestion.wordpress.com
,,"A project is in the middle of the executing effort when a stakeholder suggests a major new change. This change will cause the third major overhaul of the project. At the same time, the project manager discovers that a major work package was not completed because a team member’s boss moved him to another project that had a higher priority. Which of the following is the BEST person for the project manger to address these issues with?",,Resource,,The sponsor,The team,Senior management,The customer,,,It is the sponsor’s role to prevent unnecessary changes and to set priorities between projects. The situation described in this question implies that such work is not being done and the project manager must therefore go to the root of the problem: the sponsor.,projectmanagementquestion.wordpress.com
,,You just found out that a major subcontractor for your project consistently provides deliverables late. The subcontractor approaches you and asks you to continue accepting late deliverables in exchange for a decrease in project costs. This offer is an example of:,,Resource,,Compromise.,Confronting.,Smoothing.,Forcing.,,,Both parties are giving up something. This is a compromise.,projectmanagementquestion.wordpress.com
,,"Conflict resolution techniques that may be used on a project include confronting, smoothing, forcing, and:",,Resource,,Withdrawing.,Directing.,Organizing.,Controlling.,,,There is always the option to simply postpone dealing with the issue until later. This is withdrawing.,projectmanagementquestion.wordpress.com
,,Which of the following aspects of leadership is MOST important for a project manager?,,Resource,,Communication,Teambuilding,Technical expertise,Project control,,,"As project managers can spend 90 percent of their time communicating, the correct choice must be communication.",projectmanagementquestion.wordpress.com
,,Which of the following conflict resolution techniques will generate the MOST lasting solution?,,Resource,,Problem solving,Forcing,Smoothing,Compromise,,,"Problem solving normally takes more time, but it gets buy-in from everyone, generating a more lasting solution.",projectmanagementquestion.wordpress.com
,,"There have been many work packages completed successfully on the project, and the sponsor has made some recommendations for improvements. The project is on schedule to meet an aggressive deadline when the successor activity to a critical path activity suffers a major setback. The activity has 14 days of float and is being completed by four people. There are two other team members with the skill set to assist the troubled activity, if needed. The project manager receives a call that three other team members are attempting to be removed from the project because they do not feel the project can be successful. When the project manager pursues this, he discovers that those team members have issues that have not been addressed. Which of the following is the BEST thing to do to improve the project?",,Resource,,Create an issue log,Have the team members immediately assist the troubled activity.,Investigate why the project schedule is aggressive.,See who can replace the three team members.,,,"Sometimes complex problems are caused by not doing simple things. The data in the first paragraph, once you read the choices, is completely extraneous. The troubled activity has float and so does not need immediate attention. It may not be necessary for additional team members to assist the troubled activity, but none of the choices suggest investigating whether the amount of float is enough to cover any delay caused by the trouble. Rather, the choices take you in different directions. Investigating why the schedule is so aggressive should have been done before the project began. Replacing team members does not solve the root cause of the problem. Could there be something the project manager is doing wrong, or could be doing that he is not, that would solve the problem without losing resources? Wouldn’t it be more effective to discover the root cause of those team members’ concerns so the problem does not surface again later? The creation of an issue log will let the troubled team members know their concerns have been heard, are noted, and will be resolved. This might be enough to stop them from leaving and avoid the resultant project delays and confusion if new team members must be added.",projectmanagementquestion.wordpress.com
,,"During project planning in a matrix organization, the project manager determines that additional human resources are needed. From whom would he request these resources?",,Resource,,The functional manager,The PMO manager,The team,The project sponsor,,,"In a matrix organization, power is shared between the functional manager and the project manager, so the project manager needs to negotiate with the functional manager for the resources.",projectmanagementquestion.wordpress.com
,,"During the first half of the project, five team members left for other projects without being replaced, two team members went on vacation without informing you, and other team members expressed uncertainty about the work they were to complete. In this situation, it is BEST if you create a for the second half of the project.",,Resource,,Staffing management plan,Work breakdown structure,Resource histogram,Responsibility assignment matrix,,,"The resource histogram shows the resources used per time period, but would provide limited benefits in this situation. The responsibility assignment matrix cross-references resources with the activities or work packages they are to accomplish, but it does not show when they will be required to do their work. The staffing management plan describes when resources will be brought onto and taken off the project, and would provide the most benefit for this project.",projectmanagementquestion.wordpress.com
,,"During every project team meeting, the project manager asks each team member to describe the work he or she is doing, and the project manager assigns new activities to team members. The length of these meetings has increased because there are many different activities to assign. This could be happening for all the following reasons EXCEPT:",,Resource,,Lack of resource leveling.,Lack of a WBS.,Lack of a responsibility assignment matrix.,Lack of team involvement in project planning.,,,"The lack of a WBS, responsibility assignment matrix, or team involvement in planning could contribute to excessively long meetings to assign resources to activities. Resource leveling refers to maintaining the same number of resources on the project for each time period and would not impact the length of meetings.",projectmanagementquestion.wordpress.com
,,"A large project is underway when one of the team members reviews the project status report. He sees the project is currently running late. As he looks at the report further, he notices the delay will cause one of his activities to be scheduled during a time he will be out of the country and cannot work on the activity. This is of great concern to the team member because he is very committed to the success of the project and he does not want to be the cause of the project being further delayed. What is the BEST THING for him to do?",,Resource,,Recommend preventive action.,Contact the project manager immediately to provide the project manager with his schedule.,Include the information in his next report.,Request that the issue be added to the project issue log.,,,"Notice that this question asks what the team member should do. It is important for the project manager to understand the team members role and possibly even instruct team members on how to work on projects and what is expected of them. Providing the project manager with his schedule, including the information in a report, and requesting that the issue be added to the issue log have one thing in common. They involve the team member asking the project manager to do something. In reality, it may very well be the team member who will come up with a solution (such as decreasing the scope of the activity, fast tracking, or specific suggestions about changes to predecessor activities). Therefore, recommending preventive action is the best choice for the team member. Note that recommended corrective or preventive actions can come from the team or stakeholders in addition to the project manager.",projectmanagementquestion.wordpress.com
,,You have just been assigned as project manager for a large telecommunications project. This one- year project is about halfway done. The project team consists of 5 sellers and 20 of your company’s employees. You want to understand who is responsible for doing what on the project. Where would you find such information?,,Resource,,Responsibility assignment matrix,Resource histogram,Bar chart,Project organization chart,,,"The resource histogram shows the number of resources used in each time period. In its pure form, a bar chart shows only activity and calendar date. The organizational chart shows who reports to whom. The responsibility assignment matrix shows who will do the work.",projectmanagementquestion.wordpress.com
,,"A project manager had a complex problem to solve and made a decision about what needed to be done. A few months later, the problem resurfaced. What did the project manager MOST likely NOT do?",,Resource,,Confirm the decision solved the problem,Proper risk analysis,Have the project sponsor validate the decision,Use an Ishikawa diagram,,,"Notice the phrasing of this question, “most likely NOT do.” Expect to see questions worded on the exam in ways that can cause you to misinterpret them. You will also see questions about things we forget to do in the real world. “Who has time,” you might say, “to determine if each problem is really solved?” One could respond with, “Who has time not to do this? Who has time to deal with the same problem twice?” The final steps of problem solving include: implement a decision, review it, and confirm that the decision solved the problem.",projectmanagementquestion.wordpress.com
,,"The installation project has a CPI of 1.03 and an SPI of 1.0. There are 14 team members, and each team member had input into the final project management plan. The customer has accepted the three deliverables completed so far without complaint and the responsibility assignment matrix has not changed since the project began. The project is being completed in a matrix environment and there are no contracts needed for the project. Although the sponsor is happy with the status of the project, one of the team members is always complaining about how much time his project work is taking. Which of the following would be the BEST thing for the project manager to do?",,Resource,,Review the reward system for the project.,Try to improve schedule performance of the project.,Meet with the customer to try to extend the schedule.,Gain formal acceptance in writing from the customer.,,,"Improving schedule performance relates to getting the project completed sooner. Although it would seem to be a good idea to improve schedule performance, this projects performance is fine. The schedule has been approved as it is. It would be better for the project manager to spend more time controlling the project to make sure it finishes according to plan than to improve schedule performance. If you chose attempting to extend the schedule, look at the SPI. There is nothing wrong with the schedule performance of the project that would require an extension. Gaining formal acceptance from the customer will need to be done, as it provides an opportunity for the team to check if everything is going well. This action will not affect the problem of the team member’s dissatisfaction however. The only real problem presented in this situation is that the team member is complaining. If you read the situation completely, you will notice that the team member was involved and approved the project management plan, including his own involvement in the project. Since the responsibility assignment matrix has not changed, the team member has not even been assigned different duties since the project began. There must be something else causing the team member to complain. The project manager should investigate and find out if the reward system is ineffective.",projectmanagementquestion.wordpress.com
,,"A project manager must publish a project schedule. Activities, start/end times, and resources are identified. What should the project manager do NEXT?",,Resource,,Confirm the availability of the resources.,Distribute the project schedule according to the communications management plan.,Refine the project management plan to reflect more accurate costing information.,Publish a bar chart illustrating the timeline.,,,The project schedule remains preliminary until resource assignments are confirmed.,projectmanagementquestion.wordpress.com
,,A team member is not performing well on the project because she is inexperienced in system development work. There is no one else available who is better qualified to do the work. What is the BEST solution for the project manager?,,Resource,,Arrange for the team member to get training.,Consult with the functional manager to determine project completion incentives for the team member.,Obtain a new resource more skilled in development work.,Allocate some of the project schedule reserve.,,,The job of the project manager includes providing or obtaining project-specific training for team members. This kind of training is a direct cost of the project.,projectmanagementquestion.wordpress.com
,,"A project has several teams. Team C has repeatedly missed deadlines in the past. This has caused team D to have to crash the critical path several times. As the team leader for team D, you should meet with:",,Resource,,The project manager and the leader of team C.,The leader of team C.,The project manager.,The project manager and management.,,,"Those involved in the problem should resolve the problem. Having had to crash the critical path several times implies that team D has already tried to deal with this problem. In this case, the two team leaders need to meet. The extent of this situation requires the project manager’s involvement as well.",projectmanagementquestion.wordpress.com
,,"The project cost performance index (CPI) is 1.02, the benefit cost ratio (BCR) is 1.7, and the latest round of performance reviews identified few needed adjustments. The project team was co-located into a new building when the project started. Everyone commented on how excited they were to have all new facilities. The sponsor is providing adequate support for the project, and few unidentified risks have occurred. In an attempt to improve performance, the project manager spends part of the project budget on new chairs for the team members and adds the term “senior” to each team member’s job title. Which of the following is the MOST correct thing that can be said of this project or the project manager?",,Resource,,The project manager has misunderstood Herzberg’s theory.,The project is slowly spending more money than it should. The project manager should begin to watch cost more carefully.,The performance review should be handled better to find more adjustments.,The project manager should use good judgment to determine which variances are important.,,,"The option of the project manager watching cost more closely includes the concept of cost to trick you into selecting it if you are unsure of the real answer. There is no indication that the costs are trending in any particular direction. There is no reason to think that performance reviews should turn up more adjustments. The project manager should always use good judgment but nothing in this question talks about judgment regarding variances, so this cannot be the best choice. In this situation, the project manager is making great working conditions better. According to Herzberg’s theory, fixing bad working conditions will help you motivate the team, but making good ones better will not improve motivation. The project manager needs to focus on the motivating agents and not the hygiene factors.",projectmanagementquestion.wordpress.com
,,Project performance appraisals are different from team performance assessments in that project performance appraisals focus on:,,Resource,,How an individual team member is performing on the project.,An evaluation of the project team’s effectiveness.,A team-building effort.,Reducing the staff turnover rate.,,,Questions like this can drive people crazy on the exam because it is easy to get confused. The best thing to do is to look at the two terms used here (project performance appraisals and team performance assessments) and review in your mind what each means BEFORE looking at the choices. Team performance assessments evaluate the project team’s effectiveness as a whole. Project performance appraisals deal with how each team member is performing on the project.,projectmanagementquestion.wordpress.com
,,The sponsors role on a project is BEST described as:,,Resource,,Helping to prevent unnecessary changes to project objectives.,Helping to plan activities.,Identifying unnecessary project constraints.,Helping to develop the project management plan.,,,"Though the sponsor may help plan some of the activities, it is not his exclusive duty. Some project constraints come from the sponsor, but they should be considered necessary. The project management plan is created by the team and approved by the sponsor and other management. Since the project objectives are stated in the project charter, and it is the sponsor who issues the project charter, helping to prevent unnecessary changes to project objectives is the correct answer.",projectmanagementquestion.wordpress.com
,,The project manager is looking at the projects resource needs and lessons learned from past projects. This information causes the project manager to be concerned about the ability to acquire enough resources for the project in six months. Which of the following would be the LEAST effective preventive action?,,Resource,,Make sure functional managers have a copy of the resource histogram.,"Show the sponsor the data, and explain the project manager’s concern.",Determine metrics to use as an early warning sign that resources will not be available.,Ask functional managers for their opinions.,,,Sending data without pointing out the issue does not mean the communication will be adequately decoded by the recipient. The other choices describe more effective communication in this instance.,projectmanagementquestion.wordpress.com
,,"The project has been challenging to manage. Everyone has been on edge due to pressure to complete the project on time. Unfortunately, the tension has grown to the point where team meetings have become shouting matches and little work is accomplished during the meetings. One team member asks to be excused from future team meetings, as all the shouting upsets him. Meanwhile, the sponsor has expressed interest in attending future team meetings in order to better understand how the project is going and the issues involved in completing the project, and the customer has started discussions about adding scope to the project. In this situation, it would be BEST for the project manager to:",,Resource,,Create new ground rules for the meetings and introduce them to the team.,Ask the sponsor if the information needed could be sent in a report rather than have her attend the meetings.,Inform the team member who asked to be excused from the meetings of the value of communication in such meetings.,Hold a team-building exercise that involves all the team members.,,,"Here is a situation where all four choices could be done, but there is one best answer. Asking the sponsor if the information could be sent in a report does not solve the root cause of the problem described. Informing the team member of the value of communication in meetings merely dismisses the concerns of the team member and might cause anger. A team-building exercise would take planning and so could not be done right away. Remember, the sponsor might be attending the next meeting and at least one team member might not attend because of past problems. The best thing to do would be to set up new ground rules governing team behavior and then plan a team-building exercise.",projectmanagementquestion.wordpress.com
,,"A project manager is trying to settle a dispute between two team members. One says the systems should be integrated before testing, and the other maintains each system should be tested before integration. The project involves over 30 people, and 12 systems need to be integrated. The sponsor is demanding that integration happen on time. What is the BEST statement the project manager can make to resolve the conflict?",,Resource,,Let’s do limited testing before integration and finish testing after integration.,Do it my way.,Let’s calm down and get the job done.,Let’s deal with this again next week after we all calm down.,,,Doing limited testing before integration and finishing testing after integration is an example of compromising. This is the best way for the project manager to resolve the conflict in this situation.,projectmanagementquestion.wordpress.com
,,The halo effect refers to the tendency to:,,Resource,,C.  Move people into project management because they are good in their technical fields.,Promote from within.,Hire the best.,D.  Move people into project management because they have had project management training.,,,The halo effect refers to the tendency to move a person into project management because they are good in their technical field. Just because a person is good in a technical field does not mean he or she will also be a good project manager.,projectmanagementquestion.wordpress.com
,,"The new project is exciting to both the project manager and the team. This is the project manager’s first assignment as project manager. The team feels they will be able to complete work that has never been tried before. There are 29 people contributing to the product description, and the team consists of 9 highly experienced experts in their field. Part of the way through planning, three highly technical team members are disagreeing about the scope of two of the deliverables. One is pointing to the draft WBS and saying that two additional work packages should be added. Another is saying that a particular work package should not even be done. The third team member agrees with both of them. How should the project manager BEST deal with the conflict?",,Resource,,"He should listen to the differences of opinion, encourage logical discussions, and facilitate an agreement.","He should listen to the differences of opinion, determine the best choice, and implement that choice.","He should postpone further discussions, meet with each individual, and determine the best approach.",He should help the team focus on agreeable aspects of their opinions and build unity by using relaxation techniques and common-focus team building.,,,"Do not get confused by the wordiness of the question. Ask yourself what is the best way to resolve any conflict, and you can get the answer. Most of the situation is a distracter. Problem solving (confronting) and compromising are the two most important conflict resolution techniques. Conflict management is a key general management skill.",projectmanagementquestion.wordpress.com
,,"If there is a 10% risk of a risk event happening in any specific month, what is the likelihood it would occur during the 7th month?",,Risk,,10%,7%,70%,3%,,,,UtilMentors
,,"A project has a 50% chance of a $120,000 profit and a 20% chance of a $40,000 loss. What is the EMV for the project?",,Risk,,"$52,000.00","$60,000.00","$8,000.00","$68,000.00",,,,UtilMentors
,,Purchasing insurance is BEST considered an example of risk:,,Risk,,Transfer.,Acceptance.,Avoidance.,Mitigation.,,,"Explanation To mitigate risk, we either reduce the probability of the event happening or reduce its impact. Acceptance of risk means doing nothing (if it happens, it happens). Avoidance of risk means we change the way we will execute the project so the risk is no longer a factor. Transference is passing the risk off to another party. Many people think of using insurance as a way of decreasing impact. However, purchasing insurance transfers the risk to another party.",projectmanagementquestion.wordpress.com
,,"If a risk has a 20 percent chance of happening in a given month, and the project is expected to last five months, what is the probability that this risk event will occur during the fourth month of the project?",,Risk,,20 percent,60 percent,80 percent,Less than 1 percent,,,"Explanation Don’t feel too silly if you got this wrong. Many people miss this one. No calculation is needed. If there is a 20 percent chance in any one month, the chance in the fourth month must therefore be 20 percent.",projectmanagementquestion.wordpress.com
,,You are attempting to determine whether to make or buy. What tool might help?,,Risk,,Decision tree,ROI analysis,Modeling,Fishbone model,,,,UtilMentors
,,"A project has had some problems, but now seems under control. In the last few months, almost all the reserve has been used up and most of the negative impacts of events that had been predicted have occurred. There are only four activities left, and two of them are on the critical path. Management now informs the project manager that it would be in the performing organization’s best interest to finish the project two weeks earlier than scheduled, in order to receive an additional profit. In response, the project manager sends out a request for proposal for some work that the team was going to do, hoping to find another company that might be able to do the work faster. The project manager can BEST be said to be attempting to work with:",,Risk,,Opportunities.,Scope verification.,Threats.,Reserve.,,,"Explanation The wording of this question can be confusing. Reserve is mentioned in the situation, but the project manager is not dealing with reserves in the actions he is taking. Scope verification involves meeting with the customer to gain formal acceptance, so that cannot be the best choice. The project manager is trying to make something good happen, not dealing with a negative impact, or threat, which may or may not occur. The project manager is working to make a positive impact on the project more likely to occur. Therefore, he is working with an opportunity.",projectmanagementquestion.wordpress.com
,,Which of the following is a chief characteristic of the Delphi technique?,,Risk,,Expert opinion,Analytical hierarchy process,Bottom-up approach,Extrapolation from historical records from previous projects,,,"Explanation The Delphi technique uses experts and builds consensus; therefore, expert opinion is the chief characteristic.",projectmanagementquestion.wordpress.com
,,You and the manufacturer have agreed to substitute the type of amalgam used to a thicker grade should more than a 9% error rate be detected. This is an example of ?,,Risk,,Risk threshold,Risk mitigation,Risk aversion,Risk tolerance,,,,UtilMentors
,,You outsource the implementation of a security system into the building your project is completing since none of your team has experience in this area. This is an example of?,,Risk,,Risk avoidance,Risk transference,Risk acceptance,Risk mitigation,,,,UtilMentors
,,When are risks first identified?,,Risk,,Project charter,Risk identification process,Team meetings,Sponsor,,,,UtilMentors
,,"If a project has a 60 percent chance of a US $100,000 profit and a 40 percent chance of a US $100,000 loss, the expected monetary value (EMV) for the project is:",,Risk,,"$20,000 profit.","$40,000 loss.","$100,000 profit.","$60,000 loss.",,,"Explanation Expected monetary value is calculated by EMV = Probability x Impact. We need to calculate both positive and negative values and then add them.  0.6 x $100,000 = $60,000.  0.4 x ($100,000) = ($40,000).  Expected Monetary Value = $60,000 – $40,000 = $20,000 profit",projectmanagementquestion.wordpress.com
,,"You have been appointed as the manager of a new, large, and complex project. Because this project is business-critical and very visible, senior management has told you to analyze the projects risks and prepare response strategies for them as soon as possible. The organization has risk management procedures that are seldom used or followed, and has had a history of handling risks badly. The project’s first milestone is in two weeks. In preparing the risk response plan, input from which of the following is generally LEAST important?",,Risk,,Project sponsor,Individuals responsible for risk management policies and templates,Key stakeholders,Project team members,,,"Explanation Team members will have knowledge of the project and the product of the project and will thus have a lot to contribute to risk responses. Those responsible for risk templates will be able to provide the templates from past projects (historical records) and therefore will be very important. Key stakeholders will know more about the technical working of the project to help plan “What are we going to do about it?” so they are not likely to be the least important. The sponsor may have the least knowledge of what will work to solve the problems. Sponsors need to be involved in the project and help identify risks. They may even approve the response plans created by others, but they would not generally be major contributors to response plans.",projectmanagementquestion.wordpress.com
,,Your team is having a difficult time finding an effective way to mitigate or insure against a risk event. The work cannot be outsourced or deleted. The best solution would be to?,,Risk,,Accept the risk,Continue investigating methods to mitigate,Look for ways to transfer the risk,Look for ways to avoid the risk,,,,UtilMentors
,,"Your team has come up with 434 risks and 16 major causes of those risks. The project is the last in a series of projects that the team has worked on together. The sponsor is very supportive, and a lot of time was invested in making sure the project work was complete and signed off by all key stakeholders. During project planning, the team cannot come up with an effective way to mitigate or insure against a risk. It is not work that can be outsourced, nor can it be deleted. What would be the BEST solution?",,Risk,,Accept the risk.,Continue to investigate ways to mitigate the risk.,Look for ways to avoid the risk.,Look for ways to transfer the risk.,,,"Explanation This question relates real-world situations to risk types. Did you realize that the entire first paragraph is extraneous? Based on the question, you cannot remove the work to avoid it, nor can you insure or outsource it to transfer the risk. This leaves acceptance as the only correct choice.",projectmanagementquestion.wordpress.com
,,A system development project is nearing project closing when a previously unidentified risk is discovered. This could potentially affect the project’s overall ability to deliver. What should be done NEXT?,,Risk,,Qualify the risk.,Mitigate this risk by developing a risk response plan.,Develop a workaround.,"Alert the project sponsor of potential impacts to cost, scope, or schedule.",,,"Explanation A workaround is an unplanned response to an event that is occurring. This risk discussed in the question has been identified, but it is not occurring at this time, so there is no need to take the action of creating a workaround. You need to analyze the problem before talking to the sponsor. You cannot mitigate the risk until you qualify it. Qualifying the risk will help you determine how to proceed.",projectmanagementquestion.wordpress.com
,,"During project executing, a team member identifies a risk that is not in the risk register. What should you do?",,Risk,,Analyze the risk.,"Get further information on how the team member identified the risk, because you already performed a detailed analysis and did not identify this risk.","Disregard the risk, because risks were identified during project planning.",Inform the customer about the risk.,,,"Explanation First, you want to determine what the risk entails and the impact to the project, then determine what actions you will take regarding the risk.",projectmanagementquestion.wordpress.com
,,You are finding it difficult to evaluate the exact cost impact of risks. You should evaluate on a(n):,,Risk,,Qualitative basis.,Econometric basis.,Quantitative basis.,Numerical basis.,,,"Explanation If you cannot determine an exact cost impact to the event, use qualitative estimates such as Low, Medium, High, etc.",projectmanagementquestion.wordpress.com
,,All of the following are factors in the assessment of project risk EXCEPT:,,Risk,,Insurance premiums.,Risk events.,Risk probability.,Amount at stake.,,,Explanation Insurance premiums are not factors in assessing project risk. They come into play when you determine which risk response strategy you will use.,projectmanagementquestion.wordpress.com
,,During which risk management process is a determination to transfer a risk made?,,Risk,,Plan Risk Responses,Monitor and Control Risks,Identify Risks,Perform Quantitative Risk Analysis,,,Explanation Transference is a risk response strategy.,projectmanagementquestion.wordpress.com
,,"During project executing, a major problem occurs that was not included in the risk register. What should you do FIRST?",,Risk,,Create a workaround.,Reevaluate the Identify Risks process.,Look for any unexpected effects of the problem.,Tell management.,,,"Explanation Following the right process is part of professional and social responsibility. Because an unidentified problem or risk occurred, it is important to reevaluate the Identify Risks process as well as to look for unexpected effects of the problem. However, they are not your first choices. You might need to inform management, but this is reactive, not proactive, and not the first thing you should do. Since this is a problem that has occurred, rather than a problem that has just been identified, the first thing you must do is address the risk by creating a workaround.",projectmanagementquestion.wordpress.com
,,The PM asks stakeholders to determine the impact and likelihood of a number of risks. He then analyzed assumptions. He is ready to move to the next step of risk management. What has he forgotten?,,Risk,,A risk rating matrix,Evaluating trends in risk management,Identify triggers,A fallback plan,,,,UtilMentors
,,"You have just been assigned as the project manager for a new telecommunications project as it is entering its second phase. There appear to be many risks on this project, but no one has evaluated them to assess the range of possible project outcomes. What needs to be done?",,Risk,,Plan Risk Management,Perform Quantitative Risk Analysis,Plan Risk Responses,Monitor and Control Risks,,,"Explanation Did you notice this project has already begun? Risk management is a required element of project management. You must complete risk management, starting with the Plan Risk Management process.",projectmanagementquestion.wordpress.com
,,You are initiating a change request to mitigate risk. Which process are you involved in?,,Risk,,Risk response planning,Monitor and control risk,Risk mitigation,Integrated change control,,,,UtilMentors
,,You are recommending risk related recommended corrective action. Which process are you involved in?:,,Risk,,Risk response planning,Integrated change control,Qualitative risk analysis,Risk management planning,,,,UtilMentors
